batting_team,bowling_team,city,runs_y,result_first_innings
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Yorkshire Diamonds,Southern Vipers,York,175,1
Lancashire Thunder,Western Storm,Manchester,153,0
Lancashire Thunder,Western Storm,Manchester,153,0
Lancashire Thunder,Western Storm,Manchester,153,0
Lancashire Thunder,Western Storm,Manchester,153,0
Lancashire Thunder,Western Storm,Manchester,153,0
Lancashire Thunder,Western Storm,Manchester,153,0
Lancashire Thunder,Western Storm,Manchester,153,0
Lancashire Thunder,Western Storm,Manchester,153,0
Lancashire Thunder,Western Storm,Manchester,153,0
Lancashire Thunder,Western Storm,Manchester,153,0
Lancashire Thunder,Western Storm,Manchester,153,0
Lancashire Thunder,Western Storm,Manchester,153,0
Lancashire Thunder,Western Storm,Manchester,153,0
Lancashire Thunder,Western Storm,Manchester,153,0
Lancashire Thunder,Western Storm,Manchester,153,0
Lancashire Thunder,Western Storm,Manchester,153,0
Lancashire Thunder,Western Storm,Manchester,153,0
Lancashire Thunder,Western Storm,Manchester,153,0
Lancashire Thunder,Western Storm,Manchester,153,0
Lancashire Thunder,Western Storm,Manchester,153,0
Lancashire Thunder,Western Storm,Manchester,153,0
Lancashire Thunder,Western Storm,Manchester,153,0
Lancashire Thunder,Western Storm,Manchester,153,0
Lancashire Thunder,Western Storm,Manchester,153,0
Lancashire Thunder,Western Storm,Manchester,153,0
Lancashire Thunder,Western Storm,Manchester,153,0
Lancashire Thunder,Western Storm,Manchester,153,0
Lancashire Thunder,Western Storm,Manchester,153,0
Lancashire Thunder,Western Storm,Manchester,153,0
Lancashire Thunder,Western Storm,Manchester,153,0
Lancashire Thunder,Western Storm,Manchester,153,0
Lancashire Thunder,Western Storm,Manchester,153,0
Lancashire Thunder,Western Storm,Manchester,153,0
Lancashire Thunder,Western Storm,Manchester,153,0
Lancashire Thunder,Western Storm,Manchester,153,0
Lancashire Thunder,Western Storm,Manchester,153,0
Lancashire Thunder,Western Storm,Manchester,153,0
Lancashire Thunder,Western Storm,Manchester,153,0
Lancashire Thunder,Western Storm,Manchester,153,0
Lancashire Thunder,Western Storm,Manchester,153,0
Lancashire Thunder,Western Storm,Manchester,153,0
Lancashire Thunder,Western Storm,Manchester,153,0
Lancashire Thunder,Western Storm,Manchester,153,0
Lancashire Thunder,Western Storm,Manchester,153,0
Lancashire Thunder,Western Storm,Manchester,153,0
Lancashire Thunder,Western Storm,Manchester,153,0
Lancashire Thunder,Western Storm,Manchester,153,0
Lancashire Thunder,Western Storm,Manchester,153,0
Lancashire Thunder,Western Storm,Manchester,153,0
Lancashire Thunder,Western Storm,Manchester,153,0
Lancashire Thunder,Western Storm,Manchester,153,0
Lancashire Thunder,Western Storm,Manchester,153,0
Lancashire Thunder,Western Storm,Manchester,153,0
Lancashire Thunder,Western Storm,Manchester,153,0
Lancashire Thunder,Western Storm,Manchester,153,0
Lancashire Thunder,Western Storm,Manchester,153,0
Lancashire Thunder,Western Storm,Manchester,153,0
Lancashire Thunder,Western Storm,Manchester,153,0
Lancashire Thunder,Western Storm,Manchester,153,0
Lancashire Thunder,Western Storm,Manchester,153,0
Lancashire Thunder,Western Storm,Manchester,153,0
Lancashire Thunder,Western Storm,Manchester,153,0
Lancashire Thunder,Western Storm,Manchester,153,0
Lancashire Thunder,Western Storm,Manchester,153,0
Lancashire Thunder,Western Storm,Manchester,153,0
Lancashire Thunder,Western Storm,Manchester,153,0
Lancashire Thunder,Western Storm,Manchester,153,0
Lancashire Thunder,Western Storm,Manchester,153,0
Lancashire Thunder,Western Storm,Manchester,153,0
Lancashire Thunder,Western Storm,Manchester,153,0
Lancashire Thunder,Western Storm,Manchester,153,0
Lancashire Thunder,Western Storm,Manchester,153,0
Lancashire Thunder,Western Storm,Manchester,153,0
Lancashire Thunder,Western Storm,Manchester,153,0
Lancashire Thunder,Western Storm,Manchester,153,0
Lancashire Thunder,Western Storm,Manchester,153,0
Lancashire Thunder,Western Storm,Manchester,153,0
Lancashire Thunder,Western Storm,Manchester,153,0
Lancashire Thunder,Western Storm,Manchester,153,0
Lancashire Thunder,Western Storm,Manchester,153,0
Lancashire Thunder,Western Storm,Manchester,153,0
Lancashire Thunder,Western Storm,Manchester,153,0
Lancashire Thunder,Western Storm,Manchester,153,0
Lancashire Thunder,Western Storm,Manchester,153,0
Lancashire Thunder,Western Storm,Manchester,153,0
Lancashire Thunder,Western Storm,Manchester,153,0
Lancashire Thunder,Western Storm,Manchester,153,0
Lancashire Thunder,Western Storm,Manchester,153,0
Lancashire Thunder,Western Storm,Manchester,153,0
Lancashire Thunder,Western Storm,Manchester,153,0
